Site_Name;Region;Latitude;Longitude;C14_date;Error;Lab_Number;Material_Dated;Full Reference;;;;;;;;;;;;;;;;;;
Pay Paso 1;Pampas;-30,266;-57,45;10910;30;UCIAMS-27738;charcoal;Suárez, R. 2011. Arqueología durante la Transici on Pleistoceno Holoceno: Componentes Paleoindios, Organización de la Tecnología y Movilidad de los Primeros Americanos en Uruguay. British Archaeological Reports 2220 International Series, Archaeopress, Oxford.;;;;;;;;;;;;;;;;;;
Pay Paso 1;Pampas;-30,266;-57,45;10895;30;UCIAMS-27744;charcoal;Suárez, R. 2011. Arqueología durante la Transici on Pleistoceno Holoceno: Componentes Paleoindios, Organización de la Tecnología y Movilidad de los Primeros Americanos en Uruguay. British Archaeological Reports 2220 International Series, Archaeopress, Oxford.;;;;;;;;;;;;;;;;;;
Pay Paso 1;Pampas;-30,266;-57,45;10880;25;UCIAMS-27745;charcoal;Suárez, R. 2011. Arqueología durante la Transici on Pleistoceno Holoceno: Componentes Paleoindios, Organización de la Tecnología y Movilidad de los Primeros Americanos en Uruguay. British Archaeological Reports 2220 International Series, Archaeopress, Oxford.;;;;;;;;;;;;;;;;;;
Urupez II;Pampas;-34,703165;-55,147024;10690;60;Beta-165076;charcoal;Steele, J., Politis, G. (2009). AMS 14C dating of early human occupation of Southern South America. Journal of Archaeological Science, 37, 2017-2030.;;;;;;;;;;;;;;;;;;
Pay Paso 1;Pampas;-30,266;-57,45;10680;20;UCIAMS-21637;charcoal;Suárez, R. 2011. Arqueología durante la Transici on Pleistoceno Holoceno: Componentes Paleoindios, Organización de la Tecnología y Movilidad de los Primeros Americanos en Uruguay. British Archaeological Reports 2220 International Series, Archaeopress, Oxford.;;;;;;;;;;;;;;;;;;
Pay Paso 1;Pampas;-30,266;-57,45;10630;25;UCIAMS-21636;charcoal;Suárez, R. 2011. Arqueología durante la Transici on Pleistoceno Holoceno: Componentes Paleoindios, Organización de la Tecnología y Movilidad de los Primeros Americanos en Uruguay. British Archaeological Reports 2220 International Series, Archaeopress, Oxford.;;;;;;;;;;;;;;;;;;
Pay Paso 1;Pampas;-30,266;-57,45;10595;30;UCIAMS-27746;charcoal;Suárez, R. 2011. Arqueología durante la Transici on Pleistoceno Holoceno: Componentes Paleoindios, Organización de la Tecnología y Movilidad de los Primeros Americanos en Uruguay. British Archaeological Reports 2220 International Series, Archaeopress, Oxford.;;;;;;;;;;;;;;;;;;
Pay Paso 1;Pampas;-30,266;-57,45;10580;20;UCIAMS-21644;charcoal;Suárez, R. 2011. Arqueología durante la Transici on Pleistoceno Holoceno: Componentes Paleoindios, Organización de la Tecnología y Movilidad de los Primeros Americanos en Uruguay. British Archaeological Reports 2220 International Series, Archaeopress, Oxford.;;;;;;;;;;;;;;;;;;
Pay Paso 1;Pampas;-30,266;-57,45;10555;20;UCIAMS-21645;charcoal;Suárez, R. 2011. Arqueología durante la Transici on Pleistoceno Holoceno: Componentes Paleoindios, Organización de la Tecnología y Movilidad de los Primeros Americanos en Uruguay. British Archaeological Reports 2220 International Series, Archaeopress, Oxford.;;;;;;;;;;;;;;;;;;
Pay Paso 1;Pampas;-30,266;-57,45;10540;35;UCIAMS-27747;charcoal;Suárez, R. 2011. Arqueología durante la Transici on Pleistoceno Holoceno: Componentes Paleoindios, Organización de la Tecnología y Movilidad de los Primeros Americanos en Uruguay. British Archaeological Reports 2220 International Series, Archaeopress, Oxford.;;;;;;;;;;;;;;;;;;
Pay Paso 1;Pampas;-30,266;-57,45;10520;20;UCIAMS-21643;charcoal;Suárez, R. 2011. Arqueología durante la Transici on Pleistoceno Holoceno: Componentes Paleoindios, Organización de la Tecnología y Movilidad de los Primeros Americanos en Uruguay. British Archaeological Reports 2220 International Series, Archaeopress, Oxford.;;;;;;;;;;;;;;;;;;
Pay Paso 1;Pampas;-30,266;-57,45;10500;25;UCIAMS-27740;charcoal;Suárez, R. 2011. Arqueología durante la Transici on Pleistoceno Holoceno: Componentes Paleoindios, Organización de la Tecnología y Movilidad de los Primeros Americanos en Uruguay. British Archaeological Reports 2220 International Series, Archaeopress, Oxford.;;;;;;;;;;;;;;;;;;
Pay Paso 1;Pampas;-30,266;-57,45;10465;30;Uciams28692;charcoal;Suárez, R. 2011. Arqueología durante la Transici on Pleistoceno Holoceno: Componentes Paleoindios, Organización de la Tecnología y Movilidad de los Primeros Americanos en Uruguay. British Archaeological Reports 2220 International Series, Archaeopress, Oxford.;;;;;;;;;;;;;;;;;;
Pay Paso 1;Pampas;-30,266;-57,45;10450;25;UCIAMS-28682;charcoal;Suárez, R. 2011. Arqueología durante la Transici on Pleistoceno Holoceno: Componentes Paleoindios, Organización de la Tecnología y Movilidad de los Primeros Americanos en Uruguay. British Archaeological Reports 2220 International Series, Archaeopress, Oxford.;;;;;;;;;;;;;;;;;;
Pay Paso 1;Pampas;-30,266;-57,45;10390;30;UCIAMS-27741;charcoal;Suárez, R. 2011. Arqueología durante la Transici on Pleistoceno Holoceno: Componentes Paleoindios, Organización de la Tecnología y Movilidad de los Primeros Americanos en Uruguay. British Archaeological Reports 2220 International Series, Archaeopress, Oxford.;;;;;;;;;;;;;;;;;;
Pay Paso 1;Pampas;-30,266;-57,45;10320;70;RT-5257;charcoal;Suárez, R. 2011. Arqueología durante la Transici on Pleistoceno Holoceno: Componentes Paleoindios, Organización de la Tecnología y Movilidad de los Primeros Americanos en Uruguay. British Archaeological Reports 2220 International Series, Archaeopress, Oxford.;;;;;;;;;;;;;;;;;;
Pay Paso 1;Pampas;-30,266;-57,45;10225;70;RT-5256;charcoal;Suárez, R. 2011. Arqueología durante la Transici on Pleistoceno Holoceno: Componentes Paleoindios, Organización de la Tecnología y Movilidad de los Primeros Americanos en Uruguay. British Archaeological Reports 2220 International Series, Archaeopress, Oxford.;;;;;;;;;;;;;;;;;;
Pay Paso 1;Pampas;-30,266;-57,45;10205;35;UCIAMS-21632;charcoal;Suárez, R. 2011. Arqueología durante la Transici on Pleistoceno Holoceno: Componentes Paleoindios, Organización de la Tecnología y Movilidad de los Primeros Americanos en Uruguay. British Archaeological Reports 2220 International Series, Archaeopress, Oxford.;;;;;;;;;;;;;;;;;;
Pay Paso 1;Pampas;-30,266;-57,45;10180;20;UCIAMS-21634;charcoal;Suárez, R. 2011. Arqueología durante la Transici on Pleistoceno Holoceno: Componentes Paleoindios, Organización de la Tecnología y Movilidad de los Primeros Americanos en Uruguay. British Archaeological Reports 2220 International Series, Archaeopress, Oxford.;;;;;;;;;;;;;;;;;;
Pay Paso 1;Pampas;-30,266;-57,45;10115;25;UCIAMS-21633;charcoal;Suárez, R. 2011. Arqueología durante la Transici on Pleistoceno Holoceno: Componentes Paleoindios, Organización de la Tecnología y Movilidad de los Primeros Americanos en Uruguay. British Archaeological Reports 2220 International Series, Archaeopress, Oxford.;;;;;;;;;;;;;;;;;;
Pay Paso 1;Pampas;-30,266;-57,45;9890;75;Rt-1445;charcoal;Suárez, R. 2011. Arqueología durante la Transici on Pleistoceno Holoceno: Componentes Paleoindios, Organización de la Tecnología y Movilidad de los Primeros Americanos en Uruguay. British Archaeological Reports 2220 International Series, Archaeopress, Oxford.;;;;;;;;;;;;;;;;;;
Laguna Canosa;Pampas;-30,299316;-57,58052;9730;30;UCIAMS 27739;charcoal;Suárez, R. (2011. Movilidad, accesso, y uso de agata traslucida por los cazadores-recolectores tempranos durante la transicion Pleistoceno Holoceno en el Norte de Uruguay (ca 11,000-8500 AP). Latin American Antiquity, 22, 359-383.;;;;;;;;;;;;;;;;;;
Pay Paso 1;Pampas;-30,266;-57,45;9585;25;UCIAMS-21641;charcoal;Suárez, R. 2011. Arqueología durante la Transici on Pleistoceno Holoceno: Componentes Paleoindios, Organización de la Tecnología y Movilidad de los Primeros Americanos en Uruguay. British Archaeological Reports 2220 International Series, Archaeopress, Oxford.;;;;;;;;;;;;;;;;;;
Pay Paso 1;Pampas;-30,266;-57,45;9555;25;UCIAMS-21642;charcoal;Suárez, R. 2011. Arqueología durante la Transici on Pleistoceno Holoceno: Componentes Paleoindios, Organización de la Tecnología y Movilidad de los Primeros Americanos en Uruguay. British Archaeological Reports 2220 International Series, Archaeopress, Oxford.;;;;;;;;;;;;;;;;;;
Pay Paso 1;Pampas;-30,266;-57,45;9550;20;UCIAMS-21647;charcoal;Suárez, R. 2011. Arqueología durante la Transici on Pleistoceno Holoceno: Componentes Paleoindios, Organización de la Tecnología y Movilidad de los Primeros Americanos en Uruguay. British Archaeological Reports 2220 International Series, Archaeopress, Oxford.;;;;;;;;;;;;;;;;;;
Pay Paso 1;Pampas;-30,266;-57,45;9545;20;Uciams21646;charcoal;Suárez, R. 2011. Arqueología durante la Transici on Pleistoceno Holoceno: Componentes Paleoindios, Organización de la Tecnología y Movilidad de los Primeros Americanos en Uruguay. British Archaeological Reports 2220 International Series, Archaeopress, Oxford.;;;;;;;;;;;;;;;;;;
Pay Paso 1;Pampas;-30,266;-57,45;9545;20;UCIAMS-21635;charcoal;Suárez, R. 2011. Arqueología durante la Transici on Pleistoceno Holoceno: Componentes Paleoindios, Organización de la Tecnología y Movilidad de los Primeros Americanos en Uruguay. British Archaeological Reports 2220 International Series, Archaeopress, Oxford.;;;;;;;;;;;;;;;;;;
Pay Paso 1;Pampas;-30,266;-57,45;9525;20;Uciams21638;charcoal;Suárez, R. 2011. Arqueología durante la Transici on Pleistoceno Holoceno: Componentes Paleoindios, Organización de la Tecnología y Movilidad de los Primeros Americanos en Uruguay. British Archaeological Reports 2220 International Series, Archaeopress, Oxford.;;;;;;;;;;;;;;;;;;
Pay Paso 1;Pampas;-30,266;-57,45;9525;20;UCIAMS-21640;charcoal;Suárez, R. 2011. Arqueología durante la Transici on Pleistoceno Holoceno: Componentes Paleoindios, Organización de la Tecnología y Movilidad de los Primeros Americanos en Uruguay. British Archaeological Reports 2220 International Series, Archaeopress, Oxford.;;;;;;;;;;;;;;;;;;
CalpicalD03;Pampas;-30,416667;-57,366;9320;170;Dik-1224;charcoal;Suárez, R.  2000. Paleoindian occupations in Uruguay. Current Research in the Pleistocene 17: 78-80;;;;;;;;;;;;;;;;;;
Pay Paso 1;Pampas;-30,266;-57,45;9280;200;Uru-248;charcoal;Suárez, R. 2011. Arqueología durante la Transici on Pleistoceno Holoceno: Componentes Paleoindios, Organización de la Tecnología y Movilidad de los Primeros Americanos en Uruguay. British Archaeological Reports 2220 International Series, Archaeopress, Oxford.;;;;;;;;;;;;;;;;;;
Pay Paso 1;Pampas;-30,266;-57,45;9120;40;Beta-156973;charcoal;Suárez, R. 2011. Arqueología durante la Transici on Pleistoceno Holoceno: Componentes Paleoindios, Organización de la Tecnología y Movilidad de los Primeros Americanos en Uruguay. British Archaeological Reports 2220 International Series, Archaeopress, Oxford.;;;;;;;;;;;;;;;;;;
Los Indios;Pampas;-33,88;-53,66;8809;56;AA99813;charcoal;López Mazz, J. M., Moreno Rudolph, F., Villarmarzo, E., Gazcue, A. (2009). Apuntes para una Arqueologia Costera y del Cabo Polonio. In: Arqueologia Prehistorica Uruguaya en el Siglo XXI. (Eds. López Mazz, J. M., Gascue, A.). Biblioteca Nacional el Uruguay, Montevideo, pp 39-65.;;;;;;;;;;;;;;;;;;
Los Indios;Pampas;-33,88;-53,66;8800;60;AA10298;charcoal;López Mazz, J. M., Moreno Rudolph, F., Villarmarzo, E., Gazcue, A. (2009). Apuntes para una Arqueologia Costera y del Cabo Polonio. In: Arqueologia Prehistorica Uruguaya en el Siglo XXI. (Eds. López Mazz, J. M., Gascue, A.). Biblioteca Nacional el Uruguay, Montevideo, pp 39-65.;;;;;;;;;;;;;;;;;;
Pay Paso 1;Pampas;-30,266;-57,45;8570;150;URU 246;charcoal;Suárez, R. 2011. Arqueología durante la Transici on Pleistoceno Holoceno: Componentes Paleoindios, Organización de la Tecnología y Movilidad de los Primeros Americanos en Uruguay. British Archaeological Reports 2220 International Series, Archaeopress, Oxford.;;;;;;;;;;;;;;;;;;
Los Indios;Pampas;-33,88;-53,66;8510;40;CURL-6078;charcoal;López Mazz, J. M. (2013). Early human occupation of Uruguay: radiocarbon database and archaeological implications. Quaternary International, 301, 94-103.;;;;;;;;;;;;;;;;;;
Los Indios;Pampas;-33,88;-53,66;8384;63;AA1000363;charcoal;López Mazz, J. M., Moreno Rudolph, F., Villarmarzo, E., Gazcue, A. (2009). Apuntes para una Arqueologia Costera y del Cabo Polonio. In: Arqueologia Prehistorica Uruguaya en el Siglo XXI. (Eds. López Mazz, J. M., Gascue, A.). Biblioteca Nacional el Uruguay, Montevideo, pp 39-65.;;;;;;;;;;;;;;;;;;
Los Indios;Pampas;-33,88;-53,66;7220;160;URU 515;charcoal;López Mazz, J. M., Moreno Rudolph, F., Villarmarzo, E., Gazcue, A. (2009). Apuntes para una Arqueologia Costera y del Cabo Polonio. In: Arqueologia Prehistorica Uruguaya en el Siglo XXI. (Eds. López Mazz, J. M., Gascue, A.). Biblioteca Nacional el Uruguay, Montevideo, pp 39-65.;;;;;;;;;;;;;;;;;;
Los Indios;Pampas;-33,88;-53,66;7100;160;URU-0515;charcoal;López Mazz, J. M. (2013). Early human occupation of Uruguay: radiocarbon database and archaeological implications. Quaternary International, 301, 94-103.;;;;;;;;;;;;;;;;;;
El Vano;N. Andes;9,55;-69,96;10710;60;B-95602;bone;Lima-Ribeiro, M. S., Diniz-Filho, J. A. F. (2013). American megafaunal extinctions and human arrival: improved evaluation using a meta-analytic approach. Quaternary International, 299, 38-52.;;;;;;;;;;;;;;;;;;
Muaco Site;N. Andes;11,454367;-69,60356;10490;100;IVIC-882;soil;Tamers, M. A. (1973). Instituto Venezolano de Investigaciones Cientificas natural radiocarbon measurements VII. Radiocarbon, 15, 307-320.;;;;;;;;;;;;;;;;;;
Muaco Site;N. Andes;11,454367;-69,60356;9030;240;IVIC-488;bone;Rouse, I., Cruxent, J. M. (1963). Venezuelan Archaeology, Yale University Press, New Haven and London.;;;;;;;;;;;;;;;;;;
Provincial;Trop. Lowlands;5,726461;-67,600656;9020;100;Beta-22638;charcoal;Gasson, R. A. (2002). Orinoquia: the archaeology of the Orinoco river basin. Journal of World Prehistory, 16, 237-311.;;;;;;;;;;;;;;;;;;
Taima-taima;N. Andes;11,368214;-69,581587;7590;100;IVIC-191-B;bone;Cruzent, J. M. (1967). El paleoindio en Taima-taima, Estado Falcon, Venezuela. Acata Cientifica Venezolana, Supplement, 3, 3-17.;;;;;;;;;;;;;;;;;;
Amotape PV8-13;C. Andes;-4,738;-81,191;11200;115;SI-1415;shell;Richardson III, J. B. (1978). Early man on the Peruvian north coast, early maritime explotation and Pleistocene and Holocene environment. In: Early man in America from a Circum-Pacific perspective. (Eds. Bryan, A. L.). Occassional Papers No. 1, Department of Anthropology, University of Alberta, pp 274-289.;;;;;;;;;;;;;;;;;;
Punta Ñagué;S. Andes;-32,084944;-71,46476;11100;80;NSRL - 11082;shell;Bearez, P., Jackson, D., & Mollaret, N. (2015). Early Archaic fishing (12,600-9,200 cal yr BP) in the semiarid north coast of Chile. Journal of Island & Coastal Archaeology, 10, 133-148.;;;;;;;;;;;;;;;;;;
El Obispo 1;S. Andes;-26,071586;-70,653076;10810;100;Beta-101406;shell;Llagostera, A., Weisner, R., Castillo, G., Cervellino, M., & Costa-Junquiera, M. (2000). El complejo Huentelauquen bajo una perspectiva macroespacial y multidisciplinaria. Contribuciones Arqueologicas Museo Regional de Atacama, 5, 461-480.;;;;;;;;;;;;;;;;;;
Alero 225;S. Andes;-25,302969;-70,448084;10770;30;UGAMS 13090;shell;Fondecyt 1110196. (2011). Cazadores-recolectores, pescadores, y mineros del periodo Arcaico en la costa de Taltal, Norte de Chile. ;;;;;;;;;;;;;;;;;;250
El Obispo 1;S. Andes;-26,071586;-70,653076;10700;90;Beta-114779;shell;Llagostera, A., Weisner, R., Castillo, G., Cervellino, M., & Costa-Junquiera, M. (2000). El complejo Huentelauquen bajo una perspectiva macroespacial y multidisciplinaria. Contribuciones Arqueologicas Museo Regional de Atacama, 5, 461-480.;;;;;;;;;;;;;;;;;;
San Ramón 15;S. Andes;-24,916525;-70,409301;10620;40;Beta 280992;shell;Salazar, D., Salinas, H., Guendon, J. K., Jackson, D., & Figueroa, V. (2013). Hunter-gatherer-fisher mining during the archaic period in coastal northern Chile. In: Mining and quarrying in the ancient Andes: sociopolitical, economic, and symbolic dimensions. (Eds. Vaughn, K., & Tripevich, N.). Springer, New York. pp 137-156.;;;;;;;;;;;;;;;;;;
Punta Ñagué;S. Andes;-32,084944;-71,46476;10600;70;Beta - 106802;shell;Bearez, P., Jackson, D., & Mollaret, N. (2015). Early Archaic fishing (12,600-9,200 cal yr BP) in the semiarid north coast of Chile. Journal of Island & Coastal Archaeology, 10, 133-148.;;;;;;;;;;;;;;;;;;
Ring Site;C. Andes;-17,693119;-71,351753;10575;105;SI-6783;shell;Sandweiss, D. H., McInnis, H., Burger, R. L., Cano, A., Ojeda, B., del Carmen Paredes, R., Sandweiss, M., & Glascock, M. D. (1998). Quebrada jaguay: early South American maritime adaptations. Science, 281, 1830-1832.;;;;;;;;;;;;;;;;;;
Alero 224A;S. Andes;-25,312852;-70,446744;10530;30;UGAMS 13089;shell;Fondecyt 1110196. (2011). Cazadores-recolectores, pescadores, y mineros del periodo Arcaico en la costa de Taltal, Norte de Chile. ;;;;;;;;;;;;;;;;;;500
San Ramón 15;S. Andes;-24,916525;-70,409301;10430;60;BETA 280992;Shell;Salazar, D., Jackson, D., Guendon, J. L., Salinas, H., Morata, D., Figueroa, V., ... & Castro, V. (2011). Early evidence (ca. 12,000 BP) for iron oxide mining on the Pacific coast of South America. Current Anthropology, 52(3), 463-475.;;;;;;;;;;;;;;;;;;
El Obispo 1;S. Andes;-26,071586;-70,653076;10420;80;Beta-108305;shell;Llagostera, A., Weisner, R., Castillo, G., Cervellino, M., & Costa-Junquiera, M. (2000). El complejo Huentelauquen bajo una perspectiva macroespacial y multidisciplinaria. Contribuciones Arqueologicas Museo Regional de Atacama, 5, 461-480.;;;;;;;;;;;;;;;;;;
El Obispo 1;S. Andes;-26,071586;-70,653076;10400;80;Beta-108306;shell;Llagostera, A., Weisner, R., Castillo, G., Cervellino, M., & Costa-Junquiera, M. (2000). El complejo Huentelauquen bajo una perspectiva macroespacial y multidisciplinaria. Contribuciones Arqueologicas Museo Regional de Atacama, 5, 461-480.;;;;;;;;;;;;;;;;;;
Los Medanos 2;S. Andes;-26,328075;-70,541137;10360;70;Beta 114778;Shell;Mendez, C. (2013). Terminal Pleistocene/early Holocene 14C dates from archaeological sites in Chile: critical chronological issues for the initial peopling of the region. Quaternary International, 301, 60-73.;;;;;;;;;;;;;;;;;;
La Chimba 13;S. Andes;-23,473323;-70,389404;10280;50;TO-6325;Shell;Llagostera, A., Weisner, R., Castillo, G., Cervellino, M., & Costa-Junquiera, M. (2000). El complejo Huentelauquen bajo una perspectiva macroespacial y multidisciplinaria. Contribuciones Arqueologicas Museo Regional de Atacama, 5, 461-480.;;;;;;;;;;;;;;;;;;
Punta Ñagué;S. Andes;-32,084944;-71,46476;10200;70;Beta-106802;shell;Bearez, P., Jackson, D., & Mollaret, N. (2015). Early Archaic fishing (12,600-9,200 cal yr BP) in the semiarid north coast of Chile. Journal of Island & Coastal Archaeology, 10, 133-148.;;;;;;;;;;;;;;;;;;
Punta Ñagué;S. Andes;-32,084944;-71,46476;10120;80;Beta-55279;shell;Bearez, P., Jackson, D., & Mollaret, N. (2015). Early Archaic fishing (12,600-9,200 cal yr BP) in the semiarid north coast of Chile. Journal of Island & Coastal Archaeology, 10, 133-148.;;;;;;;;;;;;;;;;;;
Alero Cascabeles;S. Andes;-25,23633;-70,432985;10100;70;BETA 190672;shell;Castelleti, J., Reyes, O., Maltrain, G., Martínez, I., Galarce, P., Velásquez, H. & Ugalde, J.P. (2010). Ocupaciones en abrigos rocosos en la costa de Taltal: patrón de uso del espacio desde momentos holocénicos tempranos. In Actas del XVII Congreso Nacional de Arqueología Chilena, Vol. 2, pp: 685- 695. Valdivia.;;;;;;;;;;;;;;;;;;
Ogse 80;N. Andes;-2,276565;-80,818195;10100;130;TX-4461;Shell;Stothert, K. E. (1988). La prehistoria temprana de la peninsula de Santa Elena, Ecuador: cultura Las Vegas. Miscelanea Antropologica Ecuatoriana, Serie Monografica 10. Museos del Banco Central del Ecuador, Guayaquil.;;;;;;;;;;;;;;;;;;
Punta Purgatorio;S. Andes;-32,033734;-71,420815;10040;70;Beta-88407;shell;Jackson, D., Baez, P., & Seguel, R. (1997-1998). Nuevas evidencias estratigraficas para el complejo Huentelaquen en la provincia del Choapa, IV Region. Revista Chilena de Antropologia, 14, 145-146.;;;;;;;;;;;;;;;;;;
La Chimba 13;S. Andes;-23,473323;-70,389404;10030;90;TO-6319;Shell;Llagostera, A., Weisner, R., Castillo, G., Cervellino, M., & Costa-Junquiera, M. (2000). El complejo Huentelauquen bajo una perspectiva macroespacial y multidisciplinaria. Contribuciones Arqueologicas Museo Regional de Atacama, 5, 461-480.;;;;;;;;;;;;;;;;;;
Quebrada Tacahuay;C. Andes;-17,8;-71,1;9986;80;Pa-1811;shell;deFrance, S. D., & Alvarez, U. (2004). Quebrada Tacahuay: una ocupacion maritima del Pleistoceno Tardio en el Sur del Peru. Chungara, 36, 257-278.;;;;;;;;;;;;;;;;;;
Alero Cascabeles;S. Andes;-25,23633;-70,432985;9850;70;BETA 190671;shell;Castelleti, J., Reyes, O., Maltrain, G., Martínez, I., Galarce, P., Velásquez, H. & Ugalde, J.P. (2010). Ocupaciones en abrigos rocosos en la costa de Taltal: patrón de uso del espacio desde momentos holocénicos tempranos. In Actas del XVII Congreso Nacional de Arqueología Chilena, Vol. 2, pp: 685- 695. Valdivia.;;;;;;;;;;;;;;;;;;
PC-494;C. Andes;-16,46;-72,95;9820;122;Beta-197080;shell;McInnis, H. E. (2006). Middle Holocene culture and climate on the South Coast of Peru: archaeological investigation of the Pampa Colorada. PhD thesis. University of Oregon, 756 pages.;;;;;;;;;;;;;;;;;;
Quebrada de los Burros;C. Andes;-18,016667;-70,833333;9820;80;GIF-10723;shell;Gayo, E. M., Latorre, C., & Santoro, C. M. (2015). Timing of occupation and regional settlement patterns revealed by time-series analyses of an archaeological radiocarbon database for the South-Central Andes (16-25S). Quaternary International, 356, 4-14.;;;;;;;;;;;;;;;;;;
La Chimba 13;S. Andes;-23,473323;-70,389404;9800;80;TO-6320;shell;Llagostera, A., Weisner, R., Castillo, G., Cervellino, M., & Costa-Junquiera, M. (2000). El complejo Huentelauquen bajo una perspectiva macroespacial y multidisciplinaria. Contribuciones Arqueologicas Museo Regional de Atacama, 5, 461-480.;;;;;;;;;;;;;;;;;;
Ogse 80;N. Andes;-2,276565;-80,818195;9800;100;TX-3772;Shell;Stothert, K. E. (1988). La prehistoria temprana de la peninsula de Santa Elena, Ecuador: cultura Las Vegas. Miscelanea Antropologica Ecuatoriana, Serie Monografica 10. Museos del Banco Central del Ecuador, Guayaquil.;;;;;;;;;;;;;;;;;;
Punta Purgatorio;S. Andes;-32,033734;-71,420815;9760;70;Beta-158699;shell;Jackson, D., & Mendez, C. (2005). Primeras ocupaciones humanas en la costa del semiarido Chile: Patron de asentamientos y subsitencia. In: Actas del XVI Congreso Nacional de Arqueologia Chilena. Museo de Historia Natural de Concepcion, Tome, Concepcion. pp 493-502.;;;;;;;;;;;;;;;;;;
Punta Ñagué;S. Andes;-32,084944;-71,46476;9730;60;Beta-94101;shell;Bearez, P., Jackson, D., & Mollaret, N. (2015). Early Archaic fishing (12,600-9,200 cal yr BP) in the semiarid north coast of Chile. Journal of Island & Coastal Archaeology, 10, 133-148.;;;;;;;;;;;;;;;;;;
PC-358;C. Andes;-16,5;-72,97;9730;172;Beta-197078;shell;McInnis, H. E. (2006). Middle Holocene culture and climate on the South Coast of Peru: archaeological investigation of the Pampa Colorada. PhD thesis. University of Oregon, 756 pages.;;;;;;;;;;;;;;;;;;
La Fundicion 1;S. Andes;-29,434813;-70,740967;9640;150;Beta-108307;shell;Llagostera, A., Weisner, R., Castillo, G., Cervellino, M., & Costa-Junquiera, M. (2000). El complejo Huentelauquen bajo una perspectiva macroespacial y multidisciplinaria. Contribuciones Arqueologicas Museo Regional de Atacama, 5, 461-480.;;;;;;;;;;;;;;;;;;
Quebrada Tacahuay;C. Andes;-17,8;-71,1;9630;40;Beta-108859A;shell;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;;;;;;;;;;;;;;;;;;
Ogse 80;N. Andes;-2,276565;-80,818195;9550;120;TX-3316;Shell;Stothert, K. E. (1988). La prehistoria temprana de la peninsula de Santa Elena, Ecuador: cultura Las Vegas. Miscelanea Antropologica Ecuatoriana, Serie Monografica 10. Museos del Banco Central del Ecuador, Guayaquil.;;;;;;;;;;;;;;;;;;
Quebrada de los Burros;C. Andes;-18,016667;-70,833333;9545;55;GIF-10403;shell;Gayo, E. M., Latorre, C., & Santoro, C. M. (2015). Timing of occupation and regional settlement patterns revealed by time-series analyses of an archaeological radiocarbon database for the South-Central Andes (16-25S). Quaternary International, 356, 4-14.;;;;;;;;;;;;;;;;;;
Ascope 5 (PV-23-05);C. Andes;-7,650;-79,083;9510;170;Gif-4913;shell;Delibrias, G., & Guillier, M. T. (1988). GIF natural radiocarbon measurements XI. Radiocarbon, 30, 61-124.;;;;;;;;;;;;;;;;;;
Tablada de Lurin;C. Andes;-12,11;-76,55;9510;100;PUCP-101;shell;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;;;;;;;;;;;;;;;;;;
Paso de las Conchas;S. Andes;-33,957228;-71,836056;9480;60;Beta-79673;shell;Wiesner, R., & Tagle, B. (1996). Paso de las Conchas. Nuevas evidencias acerca del poblamiento costero arcaico de la VI Region. Hombre y Desierto. Actas del XIII Congreso Nacional de Arqueologia Chilena, Tomo II, 337-350.;;;;;;;;;;;;;;;;;;
Ogse 201;N. Andes;-2,276565;-80,818195;9460;100;TX-3774;shell;Stothert, K & Sánchez, A. (2011). Culturas del Plistoceno final y el Holoceno temprano en el Ecuador.  Boletín de Arqueología PUCP 15:81-119.;;;;;;;;;;;;;;;;;;
Panam Km;C. Andes;-16,333333;-73;9402;41;PaBO-81;shell;Gayo, E. M., Latorre, C., & Santoro, C. M. (2015). Timing of occupation and regional settlement patterns revealed by time-series analyses of an archaeological radiocarbon database for the South-Central Andes (16-25S). Quaternary International, 356, 4-14.;;;;;;;;;;;;;;;;;;
Huentelauquen 2;S. Andes;-31,658057;-71,477051;9380;60;Beta-81700;shell;Llagostera, A., Weisner, R., Castillo, G., Cervellino, M., & Costa-Junquiera, M. (2000). El complejo Huentelauquen bajo una perspectiva macroespacial y multidisciplinaria. Contribuciones Arqueologicas Museo Regional de Atacama, 5, 461-480.;;;;;;;;;;;;;;;;;;
PC-491;C. Andes;-16,47;-72,95;9380;128;Beta-197075;shell;McInnis, H. E. (2006). Middle Holocene culture and climate on the South Coast of Peru: archaeological investigation of the Pampa Colorada. PhD thesis. University of Oregon, 756 pages.;;;;;;;;;;;;;;;;;;
Quebrada Tacahuay;C. Andes;-17,8;-71,1;9345;100;Pa-1914;shell;Gayo, E. M., Latorre, C., & Santoro, C. M. (2015). Timing of occupation and regional settlement patterns revealed by time-series analyses of an archaeological radiocarbon database for the South-Central Andes (16-25S). Quaternary International, 356, 4-14.;;;;;;;;;;;;;;;;;;
